partition,label
"['boy', 'shadow', 'leapt', 'window', 'nana', 'close', 'quickli', 'late', 'catch', 'shadow', 'time', 'get', 'slam', 'went', 'window', 'snap', 'may', 'sure', 'mr', 'darl', 'examin', 'shadow', 'care', 'quit', 'ordinari', 'kind', 'nana', 'doubt', 'best', 'thing', 'shadow', 'hung', 'window', 'mean', 'sure', 'come', 'back', 'let', 'u', 'put', 'get', 'easili', 'without', 'disturb', 'child', 'unfortun', 'mr', 'darl', 'could', 'leav', 'hang', 'window', 'look', 'like', 'wash', 'lower', 'whole', 'tone', 'hous', 'thought', 'show']",a
"['mr', 'darl', 'tot', 'winter', 'greatcoat', 'john', 'michael', 'wet', 'towel', 'around', 'head', 'keep', 'brain', 'clear', 'seem', 'shame', 'troubl', 'besid', 'knew', 'exactli', 'would', 'say', 'come', 'dog', 'nurs', 'decid', 'roll', 'shadow', 'put', 'away', 'care', 'drawer', 'fit', 'opportun', 'came', 'tell', 'husband', 'ah', 'opportun', 'came', 'week', 'later', 'nevertobeforgotten', 'friday', 'cours', 'friday', 'ought', 'special', 'care', 'friday', 'use', 'say', 'afterward', 'husband', 'perhap', 'nana', 'side', 'hold', 'hand']",a
"['mr', 'darl', 'alway', 'said', 'respons', 'georg', 'darl', '_mea', 'culpa', 'mea', 'culpa_', 'classic', 'educ', 'sat', 'thu', 'night', 'night', 'recal', 'fatal', 'friday', 'till', 'everi', 'detail', 'stamp', 'brain', 'came', 'side', 'like', 'face', 'bad', 'coinag', 'accept', 'invit', 'dine', '27', 'mr', 'darl', 'said', 'pour', 'medicin', 'nana', 'bowl', 'said', 'mr', 'darl', 'pretend', 'like', 'medicin', 'nana', 'wet', 'eye', 'said', 'like', 'parti', 'georg', 'fatal', 'gift', 'humour', 'dearest']",a
"['touchi', 'trifl', 'dear', 'master', 'mistress', 'one', 'would', 'break', 'altogeth', 'nana', 'thought', 'true', 'true', 'ought', 'dog', 'nurs', 'mani', 'time', 'mr', 'darl', 'put', 'handkerchief', 'nana', 'eye', 'fiend', 'mr', 'darl', 'would', 'cri', 'nana', 'bark', 'echo', 'mr', 'darl', 'never', 'upbraid', 'peter', 'someth', 'righthand', 'corner', 'mouth', 'want', 'call', 'peter', 'name', 'would', 'sit', 'empti', 'nurseri', 'recal', 'fondli', 'everi', 'smallest', 'detail', 'dread', 'even', 'begun', 'unev', 'precis', 'like', 'hundr', 'even']",a
"['nana', 'put', 'water', 'michael', 'bath', 'carri', 'back', 'go', 'bed', 'shout', 'like', 'one', 'still', 'believ', 'last', 'word', 'subject', 'nana', 'six', 'clock', 'yet', 'oh', 'dear', 'oh', 'dear', 'love', 'nana', 'tell', 'bath', 'mr', 'darl', 'come', 'wear', 'white', 'eveninggown', 'dress', 'earli', 'wendi', 'love', 'see', 'eveninggown', 'necklac', 'georg', 'given', 'wear']",a
"['wendi', 'bracelet', 'arm', 'ask', 'loan', 'wendi', 'love', 'lend', 'bracelet', 'mother', 'found', 'two', 'older', 'child', 'play', 'father', 'occas', 'wendi', 'birth', 'john', 'say', 'happi', 'inform', 'mr', 'darl', 'mother', 'tone', 'mr', 'darl', 'may', 'use', 'real', 'occas', 'wendi', 'danc', 'joy', 'real', 'mr', 'darl', 'must', 'done', 'john', 'born', 'extra', 'pomp', 'conceiv', 'due', 'birth', 'male', 'michael', 'came', 'bath', 'ask', 'born', 'also', 'john', 'said', 'brutal']",a
"['want', 'michael', 'nearli', 'cri', 'nobodi', 'want', 'said', 'cours', 'ladi', 'eveningdress', 'could', 'stand', 'said', 'want', 'third', 'child', 'boy', 'girl', 'ask', 'michael', 'hope', 'boy', 'leapt', 'arm', 'littl', 'thing', 'mr', 'mr', 'darl', 'nana', 'recal', 'littl', 'michael', 'last', 'night', 'nurseri', 'go', 'recollect', 'rush', 'like', 'tornado', 'mr', 'darl', 'would', 'say', 'scorn', 'inde', 'like', 'tornado', 'perhap']",a
"['excus', 'dress', 'parti', 'gone', 'well', 'came', 'tie', 'astound', 'thing', 'tell', 'man', 'though', 'knew', 'stock', 'share', 'real', 'masteri', 'tie', 'sometim', 'thing', 'yield', 'without', 'contest', 'occas', 'would', 'better', 'hous', 'swallow', 'pride', 'use', 'madeup', 'tie', 'occas', 'came', 'rush', 'nurseri', 'crumpl', 'littl', 'brute', 'tie', 'hand', 'matter', 'father', 'dear', 'matter', 'yell', 'realli', 'yell', 'tie']",a
"['tie', 'becam', 'danger', 'sarcast', 'round', 'neck', 'round', 'bedpost', 'oh', 'ye', 'twenti', 'time', 'made', 'round', 'bedpost', 'round', 'neck', 'oh', 'dear', 'beg', 'excus', 'thought', 'mr', 'darl', 'suffici', 'impress', 'went', 'sternli', 'warn', 'mother', 'unless', 'tie', 'round', 'neck', 'go', 'dinner', 'tonight', 'go', 'dinner', 'tonight', 'never', 'go', 'offic', 'go', 'offic', 'starv', 'child', 'flung', 'street', 'even', 'mr', 'darl', 'placid', 'let', 'tri']",a
"['dear', 'said', 'inde', 'come', 'ask', 'nice', 'cool', 'hand', 'tie', 'tie', 'child', 'stood', 'around', 'see', 'fate', 'decid', 'men', 'would', 'resent', 'abl', 'easili', 'mr', 'darl', 'far', 'fine', 'natur', 'thank', 'carelessli', 'forgot', 'rage', 'anoth', 'moment', 'danc', 'round', 'room', 'michael', 'back', 'wildli', 'romp', 'say', 'mr', 'darl', 'recal', 'last', 'romp', 'mr', 'darl', 'groan', 'georg', 'rememb', 'michael', 'suddenli', 'said', 'get', 'know', 'mother']",a
"['rememb', 'rather', 'sweet', 'think', 'georg', 'gone', 'romp', 'end', 'appear', 'nana', 'unluckili', 'mr', 'darl', 'collid', 'cover', 'trouser', 'hair', 'new', 'trouser', 'first', 'ever', 'braid', 'bite', 'lip', 'prevent', 'tear', 'come', 'cours', 'mr', 'darl', 'brush', 'began', 'talk', 'mistak', 'dog', 'nurs', 'georg', 'nana', 'treasur', 'doubt', 'uneasi', 'feel', 'time', 'look', 'upon', 'child']",a
"['puppi', 'oh', 'dear', 'one', 'feel', 'sure', 'know', 'soul', 'wonder', 'mr', 'darl', 'said', 'thought', 'wonder', 'opportun', 'wife', 'felt', 'tell', 'boy', 'first', 'poohpooh', 'stori', 'becam', 'thought', 'show', 'shadow', 'nobodi', 'know', 'said', 'examin', 'care', 'look', 'scoundrel', 'still', 'discus', 'rememb', 'say', 'mr', 'darl', 'nana', 'came', 'michael', 'medicin', 'never', 'carri', 'bottl', 'mouth', 'nana', 'fault', 'strong', 'man', 'though', 'doubt']",a
"['behav', 'rather', 'foolishli', 'medicin', 'weak', 'think', 'life', 'taken', 'medicin', 'boldli', 'michael', 'dodg', 'spoon', 'nana', 'mouth', 'said', 'reprovingli', 'man', 'michael', 'michael', 'cri', 'naughtili', 'mr', 'darl', 'left', 'room', 'get', 'chocol', 'mr', 'darl', 'thought', 'show', 'want', 'firm', 'mother', 'pamper', 'call', 'michael', 'age', 'took', 'medicin', 'without', 'murmur', 'said', 'thank', 'kind', 'parent', 'give', 'bottl', 'make', 'well', 'realli', 'thought', 'true']",a
"['wendi', 'nightgown', 'believ', 'also', 'said', 'encourag', 'michael', 'medicin', 'sometim', 'take', 'father', 'much', 'nastier', 'ever', 'much', 'nastier', 'mr', 'darl', 'said', 'brave', 'would', 'take', 'exampl', 'michael', 'lost', 'bottl', 'exactli', 'lost', 'climb', 'dead', 'night', 'top', 'wardrob', 'hidden', 'know', 'faith', 'liza', 'found', 'put', 'back', 'washstand', 'know', 'father', 'wendi', 'cri', 'alway', 'glad', 'servic', 'bring']",a
"['could', 'stop', 'immedi', 'spirit', 'sank', 'strangest', 'way', 'john', 'said', 'shudder', 'beastli', 'stuff', 'nasti', 'sticki', 'sweet', 'kind', 'soon', 'father', 'john', 'said', 'cheerili', 'rush', 'wendi', 'medicin', 'glass', 'quick', 'could', 'pant', 'wonder', 'quick', 'father', 'retort', 'vindict', 'polit', 'quit', 'thrown', 'away', 'upon', 'michael', 'first', 'said', 'doggedli', 'father', 'first', 'said', 'michael', 'suspici', 'natur', 'shall', 'sick', 'know', 'mr']",a
"['darl', 'said', 'threateningli', 'come', 'father', 'said', 'john', 'hold', 'tongu', 'john', 'father', 'rap', 'wendi', 'quit', 'puzzl', 'thought', 'took', 'quit', 'easili', 'father', 'point', 'retort', 'point', 'glass', 'michael', 'spoon', 'proud', 'heart', 'nearli', 'burst', 'fair', 'would', 'say', 'though', 'last', 'breath', 'fair', 'father', 'wait', 'said', 'michael', 'coldli', 'well', 'say', 'wait', 'wait', 'father', 'cowardli', 'custard', 'cowardli']",a
"['custard', 'frighten', 'neither', 'frighten', 'well', 'take', 'well', 'take', 'wendi', 'splendid', 'idea', 'take', 'time', 'certainli', 'said', 'mr', 'darl', 'readi', 'michael', 'wendi', 'gave', 'word', 'one', 'two', 'three', 'michael', 'took', 'medicin', 'mr', 'darl', 'slip', 'behind', 'back', 'yell', 'rage', 'michael', 'father', 'wendi', 'exclaim', 'mean', 'father', 'mr', 'darl', 'demand', 'stop', 'row', 'michael', 'meant', 'take', 'mine', 'ii', 'miss', 'dread']",a
"['way', 'three', 'look', 'admir', 'look', 'said', 'entreatingli', 'soon', 'nana', 'gone', 'bathroom', 'thought', 'splendid', 'joke', 'shall', 'pour', 'medicin', 'nana', 'bowl', 'drink', 'think', 'milk', 'colour', 'milk', 'child', 'father', 'sen', 'humour', 'look', 'reproach', 'pour', 'medicin', 'nana', 'bowl', 'fun', 'said', 'doubt', 'dare', 'expo', 'mr', 'darl', 'nana', 'return', 'nana', 'good', 'dog', 'said', 'pat']",a
"['put', 'littl', 'milk', 'bowl', 'nana', 'nana', 'wag', 'tail', 'ran', 'medicin', 'began', 'lap', 'gave', 'mr', 'darl', 'look', 'angri', 'look', 'show', 'great', 'red', 'tear', 'make', 'u', 'sorri', 'nobl', 'dog', 'crept', 'kennel', 'mr', 'darl', 'fright', 'asham', 'would', 'give', 'horrid', 'silenc', 'mr', 'darl', 'smelt', 'bowl', 'georg', 'said', 'medicin', 'joke', 'roar', 'comfort', 'boy', 'wendi', 'hug', 'nana', 'much', 'good', 'said', 'bitterli', 'wear', 'bone', 'tri', 'funni']",a
"['hous', 'still', 'wendi', 'hug', 'nana', 'right', 'shout', 'coddl', 'nobodi', 'coddl', 'oh', 'dear', 'breadwinn', 'coddledwhi', 'georg', 'mr', 'darl', 'entreat', 'loud', 'servant', 'hear', 'somehow', 'got', 'way', 'call', 'liza', 'servant', 'let', 'answer', 'recklessli', 'bring', 'whole', 'world', 'refus', 'allow', 'dog', 'lord', 'nurseri', 'hour', 'longer', 'child', 'wept', 'nana', 'ran', 'beseechingli', 'wave', 'back', 'felt', 'strong', 'man', 'vain', 'vain']",a
"['cri', 'proper', 'place', 'yard', 'go', 'tie', 'instant', 'georg', 'georg', 'mr', 'darl', 'whisper', 'rememb', 'told', 'boy', 'ala', 'would', 'listen', 'determin', 'show', 'master', 'hous', 'command', 'would', 'draw', 'nana', 'kennel', 'lure', 'honey', 'word', 'seiz', 'roughli', 'drag', 'nurseri', 'asham', 'yet', 'owe', 'affection', 'natur', 'crave', 'admir', 'tie', 'backyard', 'wretch', 'father', 'went', 'sat', 'passag', 'knuckl', 'eye']",a
